,assetTypeNumber,assetNumber,reportingPeriodBeginningDate,reportingPeriodEndingDate,originatorName,originationDate,originalLoanAmount,originalLoanTerm,loanMaturityDate,originalInterestRatePercentage,interestCalculationTypeCode,originalInterestRateTypeCode,originalInterestOnlyTermNumber,originalFirstPaymentDate,underwritingIndicator,gracePeriodNumber,paymentTypeCode,subvented,vehicleManufacturerName,vehicleModelName,vehicleNewUsedCode,vehicleModelYear,vehicleTypeCode,vehicleValueAmount,vehicleValueSourceCode,obligorCreditScoreType,obligorCreditScore,obligorIncomeVerificationLevelCode,obligorEmploymentVerificationCode,coObligorIndicator,paymentToIncomePercentage,obligorGeographicLocation,assetAddedIndicator,remainingTermToMaturityNumber,reportingPeriodModificationIndicator,servicingAdvanceMethodCode,reportingPeriodBeginningLoanBalanceAmount,nextReportingPeriodPaymentAmountDue,reportingPeriodInterestRatePercentage,nextInterestRatePercentage,servicingFeePercentage,servicingFlatFeeAmount,otherServicerFeeRetainedByServicer,otherAssessedUncollectedServicerFeeAmount,scheduledInterestAmount,scheduledPrincipalAmount,otherPrincipalAdjustmentAmount,reportingPeriodActualEndBalanceAmount,reportingPeriodScheduledPaymentAmount,totalActualAmountPaid,actualInterestCollectedAmount,actualPrincipalCollectedAmount,actualOtherCollectedAmount,servicerAdvancedAmount,interestPaidThroughDate,zeroBalanceEffectiveDate,zeroBalanceCode,currentDelinquencyStatus,primaryLoanServicerName,mostRecentServicingTransferReceivedDate,assetSubjectDemandIndicator,assetSubjectDemandStatusCode,repurchaseAmount,DemandResolutionDate,repurchaserName,repurchaseReplacementReasonCode,chargedoffPrincipalAmount,recoveredAmount,modificationTypeCode,paymentExtendedNumber,repossessedIndicator,repossessedProceedsAmount,LTV,loanDiff,StateUnemployment
5939,SDART0201700003,"=""4126448""",02/01/2018,02-28-2018,SC,10/2012,13857.35,72,01/2019,0.18,1,1,-,11/2012,True,1,2,0,TOYOTA,CAMRY,2,2010,1,13050.0,98,Bureau,566,2,1,1,0.15787106,NC,-,12,False,1,3742.37,0.0,0.18,0.18,0.03,-,-,0.0,39.7763,276.2837,0.0,0.0,316.06,3880.7,138.33,3742.37,0.0,-,02-20-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,106.1865900383142,10114.98,4.5
5954,SDART0201700003,"=""4127488""",02/01/2018,02-28-2018,SC,10/2012,22374.86,72,11/2018,0.0604,1,1,-,12/2012,True,2,2,0,FORD TRUCK,Escape,2,2011,3,16250.0,98,Bureau,746,2,2,0,0.14311538,MS,-,10,False,1,3156.16,0.0,0.0604,0.0604,0.03,-,-,0.0,17.3608,353.8792,0.0,0.0,371.24,3173.92,17.76,3156.16,0.0,-,02-22-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,137.69144615384616,19218.7,4.5
5964,SDART0201700003,"=""4133152""",02/01/2018,02-28-2018,SC,10/2012,17348.15,72,11/2018,0.1429,1,1,-,12/2012,True,2,2,0,CADILLAC,CTS,2,2010,1,22150.0,98,Bureau,651,2,2,0,0.05955291,FL,-,10,False,1,1924.71,0.0,0.1429,0.1429,0.03,-,-,0.0,38.3355,321.8345,0.0,0.0,360.17,1951.77,27.06,1924.71,0.0,-,02-04-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,78.32121896162529,15423.440000000002,3.9
5977,SDART0201700003,"=""4133930""",02/01/2018,02-28-2018,SC,10/2012,18791.96,72,07/2019,0.2099,1,1,-,12/2012,True,2,2,1,FIAT,500-4 Cyl.,1,2012,1,18695.0,98,Bureau,488,3,1,1,0.11234598,OH,-,18,False,1,13117.48,3844.12,0.2099,0.0,0.03,-,-,1076.89,69.9992,390.9708,0.0,0.0,460.97,0.0,0.0,0.0,0.0,-,11-12-2017,02/2018,4,126,SC,-,False,-,-,-,-,-,13117.48,-385.00,-,0,True,-385.00,100.51864134795399,5674.48,4.5
5982,SDART0201700003,"=""4134655""",02/01/2018,02-28-2018,SC,10/2012,20123.98,72,10/2018,0.2059,1,1,-,11/2012,True,1,2,0,CHEVROLET,Cruze-4 Cyl.,1,2012,1,19951.19,98,Bureau,481,2,2,0,0.07044714,IL,-,9,False,1,389.77,0.0,0.2059,0.2059,0.03,-,-,0.0,65.8092,423.1208,0.0,0.0,488.93,396.15,6.38,389.77,0.0,-,01-26-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,100.86606362828483,19734.21,4.7
5987,SDART0201700003,"=""4135076""",02/01/2018,02-28-2018,SC,10/2012,19992.46,72,12/2018,0.1339,1,1,-,12/2012,True,2,2,0,TOYOTA,Corolla-4 Cyl.,2,2011,1,16500.0,98,Bureau,613,2,2,0,0.16287655,WI,-,11,False,1,1226.66,0.0,0.1339,0.1339,0.03,-,-,0.0,40.5988,364.8612,0.0,0.0,405.46,1246.72,20.06,1226.66,0.0,-,02-08-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,121.16642424242423,18765.8,2.9
5990,SDART0201700003,"=""4135186""",02/01/2018,02-28-2018,SC,10/2012,17486.07,72,01/2019,0.1787,1,1,-,11/2012,True,1,2,0,DODGE TRUCK,Grand Caravan-V6,2,2011,1,17875.0,98,Bureau,579,2,2,1,0.03558268,NY,-,12,False,1,6378.98,0.0,0.1787,0.1787,0.03,-,-,0.0,49.6855,347.8445,0.0,0.0,397.53,6751.69,115.51,6378.98,257.2,-,02-07-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,97.82416783216783,11107.09,4.6
6068,SDART0201700003,"=""4140954""",02/01/2018,02-28-2018,SC,10/2012,16442.26,72,03/2019,0.2293,1,1,-,12/2012,True,2,2,0,CHRYSLER,200,2,2011,1,13725.0,98,Bureau,522,3,3,0,0.13840818,MI,-,14,False,1,0.0,4376.76,0.0,0.0,0.03,-,-,866.0,69.5481,352.7119,0.0,0.0,422.26,0.0,0.0,0.0,0.0,-,04-23-2017,01/2018,4,177,SC,-,False,-,-,-,-,-,0.00,-700.00,-,0,True,-700.00,119.79788706739525,16442.26,4.8
6071,SDART0201700003,"=""4131332""",02/01/2018,02-28-2018,SC,10/2012,15732.86,66,05/2018,0.1999,1,1,-,11/2012,True,1,2,0,FORD,ESCAPE,2,2008,3,13525.0,98,Bureau,-,3,3,0,0.10839964,WI,-,4,False,1,1727.39,0.0,0.1999,0.1999,0.03,-,-,0.0,19.2881,375.4619,0.0,0.0,394.75,1770.91,43.52,1727.39,0.0,-,12-29-2017,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,116.32428835489834,14005.470000000001,2.9
6092,SDART0201700003,"=""4141582""",02/01/2018,02-28-2018,SC,10/2012,30866.5,72,11/2018,0.0924,1,1,-,12/2012,True,2,2,1,JEEP,Liberty-V6,1,2012,3,24724.0,98,Bureau,660,2,1,0,0.10039464,OK,-,10,False,1,0.0,4743.55,0.0,0.0,0.03,-,-,736.33,39.3719,520.6981,0.0,0.0,560.07,0.0,0.0,0.0,0.0,-,11-16-2016,01/2018,4,177,SC,-,False,-,-,-,-,-,0.00,119.12,-,0,True,0.00,124.84428086070216,30866.5,4.1
6101,SDART0201700003,"=""4141968""",02/01/2018,02-28-2018,SC,10/2012,17751.36,72,02/2019,0.1772,1,1,-,11/2012,True,1,2,0,MITSUBISHI,Eclipse-V6,2,2008,1,13875.0,98,Bureau,623,2,2,0,0.07422642,NV,-,13,False,1,6042.98,0.0,0.1772,0.1772,0.03,-,-,0.0,49.6931,352.3669,0.0,0.0,402.06,6157.38,114.4,6042.98,0.0,-,02-16-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,127.93772972972974,11708.380000000001,4.9
6114,SDART0201700003,"=""4142606""",02/01/2018,02-28-2018,SC,10/2012,22739.94,72,06/2019,0.2243,1,1,-,11/2012,True,1,2,0,DODGE,GRAND,2,2012,1,19350.0,98,Bureau,529,3,3,0,0.1442975,MD,-,17,False,1,0.0,3626.64,0.0,0.0,0.03,-,-,510.5,88.6119,488.5781,0.0,0.0,577.19,0.0,0.0,0.0,0.0,-,02-08-2018,12/2017,4,116,SC,-,False,-,-,-,-,-,0.00,50.00,-,0,True,0.00,117.51906976744186,22739.94,4.2
6116,SDART0201700003,"=""4136178""",02/01/2018,02-28-2018,SC,10/2012,28241.85,72,11/2018,0.1129,1,1,-,12/2012,True,2,2,0,Kia,Forte Koup,1,2013,1,24205.0,98,Bureau,612,2,2,0,0.09249108,AL,-,10,False,1,5174.79,0.0,0.1129,0.1129,0.03,-,-,0.0,46.1073,495.6527,0.0,0.0,541.76,5186.0,11.21,5174.79,0.0,-,01-25-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,116.67775253046891,23067.059999999998,3.7
6141,SDART0201700003,"=""4139223""",02/01/2018,02-28-2018,SC,10/2012,27416.39,60,03/2018,0.0899,1,1,-,12/2012,True,2,2,0,HONDA,Pilot-V6,1,2012,3,30220.0,98,Bureau,668,2,2,0,0.12691556,IL,-,2,False,1,310.24,0.0,0.0899,0.0899,0.03,-,-,0.0,0.0,0.0,0.0,0.0,0.0,312.53,2.29,310.24,0.0,-,01-15-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,90.72266710787558,27106.149999999998,4.7
6151,SDART0201700003,"=""4143116""",02/01/2018,02-28-2018,SC,10/2012,14131.7,72,10/2018,0.1895,1,1,-,11/2012,True,1,2,0,MITSUBISHI,Galant-4 Cyl.,2,2011,1,10850.0,98,Bureau,536,2,2,0,0.06154444,NY,-,9,False,1,308.06,0.0,0.1895,0.1895,0.03,-,-,0.0,41.3205,288.6295,0.0,0.0,329.95,310.3,2.24,308.06,0.0,-,01-27-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,130.24608294930877,13823.640000000001,4.6
6155,SDART0201700003,"=""4143354""",02/01/2018,02-28-2018,SC,10/2012,17553.65,72,10/2018,0.1423,1,1,-,11/2012,True,1,2,0,DODGE,GRAND CARA,2,2010,1,17850.0,98,Bureau,734,2,2,1,0.04363096,LA,-,9,False,1,2044.93,0.0,0.1423,0.1423,0.03,-,-,0.0,34.8385,329.0315,0.0,0.0,363.87,2077.62,32.69,2044.93,0.0,-,01-02-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,98.33977591036415,15508.720000000001,4.5
6166,SDART0201700003,"=""4137584""",02/01/2018,02-28-2018,SC,10/2012,15812.5,72,11/2018,0.1879,1,1,-,12/2012,True,2,2,0,CHEVROLET,Impala-V6,2,2009,1,13675.0,98,Bureau,632,3,2,1,0.09404021,FL,-,10,False,1,0.0,3521.89,0.0,0.0,0.03,-,-,136.7,50.4629,317.2871,0.0,0.0,367.75,0.0,0.0,0.0,0.0,-,07-25-2017,12/2017,4,202,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,115.63071297989032,15812.5,3.9
6198,SDART0201700003,"=""4206353""",02/01/2018,02-28-2018,SC,03/2011,21749.86,72,02/2018,0.2374,1,1,-,04/2011,True,1,2,0,CHEVROLET,Malibu-4 Cyl.,1,2011,1,23694.84,98,Bureau,477,3,3,1,0.04419905,MD,-,1,False,1,0.0,4606.13,0.0,0.0,0.03,-,-,3462.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,09-25-2017,01/2018,4,157,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,91.7915461762983,21749.86,4.2
6209,SDART0201700003,"=""4085925""",02/01/2018,02-28-2018,SC,10/2012,24137.26,72,11/2018,0.065,1,1,-,12/2012,False,2,2,0,NISSAN,ALTIMA,2,2009,1,15825.0,98,Bureau,734,2,2,0,0.09962947,CT,-,10,False,1,1813.58,0.0,0.065,0.065,0.03,-,-,0.0,20.3235,385.4265,0.0,0.0,405.75,1824.67,11.09,1813.58,0.0,-,02-06-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,152.52612954186412,22323.68,4.6
6271,SDART0201700003,"=""4130560""",02/01/2018,02-28-2018,SC,10/2012,11759.76,72,05/2019,0.2499,1,1,-,12/2012,False,2,2,0,CHEVROLET TRUCK,Venture-V6,2,2004,1,8998.0,98,Bureau,486,3,3,0,0.15179402,GA,-,16,False,1,0.0,3009.27,0.0,0.0,0.03,-,-,153.6,56.3024,260.3976,0.0,0.0,316.7,0.0,0.0,0.0,0.0,-,08-29-2017,01/2018,4,165,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,130.69304289842188,11759.76,4.5
6277,SDART0201700003,"=""4130766""",02/01/2018,02-28-2018,SC,10/2012,30716.84,72,11/2018,0.105,1,1,-,12/2012,True,2,2,0,Toyota,Tundra CrewMax,2,2010,2,25733.0,98,Bureau,670,2,2,0,0.14607917,AZ,-,10,False,1,6400.57,0.0,0.105,0.105,0.03,-,-,0.0,45.8165,531.0135,0.0,0.0,576.83,6877.0,61.52,6400.57,414.91,-,02-27-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,119.36750476042435,24316.27,4.9
6311,SDART0201700003,"=""4339252""",02/01/2018,02-28-2018,SC,04/2011,15801.0,72,03/2018,0.1024,1,1,-,06/2011,True,2,2,0,CHRYSLER,PT Cruiser-4 Cyl.,2,2006,1,11200.0,98,Bureau,559,2,2,0,0.14032732,DE,-,2,True,1,1487.45,0.0,0.1024,0.1024,0.03,-,-,0.0,0.0,0.0,0.0,0.0,0.0,2300.36,0.0,1487.45,826.61,-,12-26-2017,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,3,0,False,-,141.08035714285714,14313.55,4.4
6343,SDART0201700003,"=""448915""",02/01/2018,02-28-2018,SC,02/2012,23387.58,72,04/2018,0.1765,1,1,-,03/2012,True,1,2,0,Hyundai,Elantra,1,2012,1,18508.0,98,Bureau,739,3,2,1,0.10827649,HI,-,3,False,1,1796.08,0.0,0.1765,0.1765,0.03,-,-,0.0,0.0,0.0,0.0,0.0,0.0,2938.7,26.06,1796.08,1116.56,-,02-22-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,126.36470715366328,21591.5,2.1
6354,SDART0201700003,"=""454439""",02/01/2018,02-28-2018,SC,02/2012,15719.0,72,03/2018,0.2599,1,1,-,03/2012,True,1,2,0,JEEP,Patriot-4 Cyl.,1,2012,3,19166.0,98,Bureau,-,3,3,1,0.06540692,NH,-,2,True,1,2143.96,0.0,0.2599,0.2599,0.03,-,-,0.0,0.0,0.0,0.0,0.0,0.0,2700.43,128.63,2143.96,427.84,-,02-06-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,3,0,False,-,82.0150266096212,13575.04,2.6
6378,SDART0201700003,"=""467757""",02/01/2018,02-28-2018,SC,02/2012,15411.0,72,11/2018,0.2143,1,1,-,03/2012,True,1,2,0,SAAB,9 3,2,2007,1,11375.0,98,Bureau,548,3,3,0,0.10432958,MI,-,10,False,1,0.0,3679.25,0.0,0.0,0.03,-,-,808.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,02-19-2018,12/2017,4,190,SC,-,False,-,-,-,-,-,0.00,114.68,-,0,False,-,135.48131868131867,15411.0,4.8
6384,SDART0201700003,"=""4704696""",02/01/2018,02-28-2018,SC,07/2011,18660.84,72,01/2018,0.129,1,1,-,08/2011,True,1,2,0,JEEP,Liberty-V6,2,2008,3,14700.0,98,Bureau,602,2,2,0,0.11268611,PA,-,0,True,1,1225.44,0.0,0.129,0.129,0.03,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1813.38,27.82,1225.44,560.12,-,02-06-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,3,0,False,-,126.94448979591837,17435.4,4.8
6389,SDART0201700003,"=""472812""",02/01/2018,02-28-2018,SC,02/2012,18677.11,72,09/2018,0.2061,1,1,-,03/2012,True,1,2,0,LINCOLN,MKZ-V6,2,2008,1,19925.0,98,Bureau,-,3,3,1,0.12760408,TX,-,8,False,1,0.0,4133.41,0.0,0.0,0.03,-,-,1673.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,08-14-2017,01/2018,4,162,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,True,0.00,93.73706398996237,18677.11,4.0
6409,SDART0201700003,"=""4842435""",02/01/2018,02-28-2018,SC,07/2011,19054.85,72,03/2018,0.1737,1,1,-,09/2011,True,2,2,0,Ford,Ranger Super Cab,1,2011,2,20612.05,98,Bureau,580,3,3,0,0.10386274,CA,-,2,False,1,661.62,0.0,0.1737,0.1737,0.03,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1299.26,10.39,661.62,627.25,-,01-08-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,92.44519589269383,18393.23,4.3
6411,SDART0201700003,"=""485523""",02/01/2018,02-28-2018,SC,02/2012,15522.0,72,04/2018,0.2124,1,1,-,03/2012,True,1,2,0,DODGE,Charger-V6,2,2010,1,14250.0,98,Bureau,478,3,2,1,0.09866799,WV,-,3,False,1,3106.34,0.0,0.2124,0.2124,0.03,-,-,0.0,0.0,0.0,0.0,0.0,0.0,3617.4,0.0,3106.34,525.44,-,01-18-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,108.92631578947369,12415.66,5.4
6419,SDART0201700003,"=""489104""",02/01/2018,02-28-2018,SC,02/2012,14393.03,72,04/2018,0.21,1,1,-,04/2012,True,2,2,0,TOYOTA,Corolla-4 Cyl.,2,2010,1,13075.0,98,Bureau,430,3,3,0,0.0595549,MA,-,3,True,1,513.97,0.0,0.21,0.21,0.03,-,-,0.0,9.0682,344.0818,0.0,0.0,353.15,524.58,10.61,513.97,0.0,-,02-09-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,3,0,False,-,110.08053537284897,13879.060000000001,3.5
6441,SDART0201700003,"=""4925549""",02/01/2018,02-28-2018,SC,09/2011,22112.43,72,05/2018,0.1437,1,1,-,10/2011,True,1,2,0,HONDA,Accord-4 Cyl.,2,2008,1,17525.0,98,Bureau,592,2,2,0,0.15334333,PA,-,4,False,1,5740.94,0.0,0.1437,0.1437,0.03,-,-,0.0,0.0,0.0,0.0,0.0,0.0,6030.13,70.07,5740.94,219.12,-,01-27-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,126.1764907275321,16371.490000000002,4.8
6450,SDART0201700003,"=""5007459""",02/01/2018,02-28-2018,SC,10/2011,22462.24,72,05/2018,0.18,1,1,-,11/2011,True,1,2,0,VOLKSWAGEN,Routan-V6,2,2009,1,15599.0,98,Bureau,599,2,1,1,0.12265839,NC,-,4,False,1,5478.19,3186.98,0.18,0.0,0.03,-,-,1139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,12-29-2017,02/2018,4,121,SC,-,False,-,-,-,-,-,5478.19,1573.00,-,0,True,1573.00,143.99794858644785,16984.050000000003,4.5
6469,SDART0201700003,"=""5130112""",02/01/2018,02-28-2018,SC,10/2011,14188.0,72,02/2018,0.1999,1,1,-,11/2011,True,1,2,0,CHEVROLET,Aveo-L4,2,2010,1,10625.0,98,Bureau,571,3,3,1,0.09538778,MI,-,1,False,1,1713.77,0.0,0.1999,0.1999,0.03,-,-,0.0,0.0,0.0,0.0,0.0,0.0,2442.32,12.2,1713.77,716.35,-,01-24-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,133.53411764705882,12474.23,4.8
6488,SDART0201700003,"=""5194745""",02/01/2018,02-28-2018,SC,11/2011,16477.19,72,08/2018,0.1999,1,1,-,12/2011,True,1,2,0,CHEVROLET,Impala-V6,2,2011,1,15575.0,98,Bureau,516,3,3,0,0.11047153,MA,-,7,False,1,8806.01,3170.34,0.1999,0.0,0.03,-,-,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,10-20-2017,02/2018,4,141,SC,-,False,-,-,-,-,-,8806.01,0.00,-,0,False,-,105.79255216693417,7671.1799999999985,3.5
6490,SDART0201700003,"=""5227682""",02/01/2018,02-28-2018,SC,11/2011,15952.43,72,08/2018,0.2499,1,1,-,12/2011,True,1,2,0,DODGE,Avenger-V6,2,2008,1,13875.0,98,Bureau,533,3,3,1,0.04892114,MD,-,7,False,1,0.0,3383.48,0.0,0.0,0.03,-,-,446.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,09-13-2017,01/2018,4,100,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,True,0.00,114.97246846846846,15952.43,4.2
6498,SDART0201700003,"=""5262925""",02/01/2018,02-28-2018,SC,12/2011,9739.76,72,12/2018,0.2499,1,1,-,01/2012,True,1,2,0,DODGE,Neon-4 Cyl.,2,2005,1,9849.0,98,Bureau,450,3,3,0,0.08547094,FL,-,11,False,1,0.0,2812.82,0.0,0.0,0.03,-,-,1173.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,08-03-2017,10/2017,4,196,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,True,0.00,98.8908518631333,9739.76,3.9
6502,SDART0201700003,"=""5255642""",02/01/2018,02-28-2018,SC,11/2011,17168.31,72,08/2018,0.1259,1,1,-,01/2012,False,2,2,0,HYUNDAI,Sonata-4 Cyl.,2,2009,1,11750.0,98,Bureau,567,2,2,0,0.1224,TX,-,7,False,1,0.0,2687.94,0.0,0.0,0.03,-,-,1320.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,11-01-2017,01/2018,4,155,SC,-,False,-,-,-,-,-,0.00,-385.00,-,0,True,-385.00,146.11327659574468,17168.31,4.0
6512,SDART0201700003,"=""5283355""",02/01/2018,02-28-2018,SC,11/2011,15333.0,72,04/2018,0.1402,1,1,-,12/2011,False,1,2,0,CHEVROLET,Aveo-L4,2,2010,1,10375.0,98,Bureau,579,3,3,0,0.16999077,AL,-,3,False,1,1758.15,0.0,0.1402,0.1402,0.03,-,-,0.0,0.0,0.0,0.0,0.0,0.0,2235.75,7.43,1758.15,470.17,-,01-29-2018,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,147.78795180722892,13574.85,3.7
6560,SDART0201700003,"=""5362453""",02/01/2018,02-28-2018,SC,12/2011,22906.16,72,09/2018,0.2499,1,1,-,02/2012,True,2,2,0,Mercedes-Benz,C-Class,2,2007,1,19998.0,98,Bureau,429,3,3,1,0.08125241,NV,-,8,False,1,0.0,5074.76,0.0,0.0,0.03,-,-,1262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,09-25-2017,12/2017,4,125,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,True,0.00,114.54225422542254,22906.16,4.9
6581,SDART0201700003,"=""556199""",02/01/2018,02-28-2018,SC,03/2012,11207.84,72,11/2018,0.2499,1,1,-,04/2012,True,1,2,0,Hyundai,Tiburon,2,2005,1,12599.0,98,Bureau,561,2,1,0,0.10788115,NV,-,10,False,1,6014.17,2422.92,0.2499,0.0,0.03,-,-,873.59,9.1764,292.6636,0.0,0.0,301.84,0.0,0.0,0.0,0.0,-,09-28-2017,02/2018,4,133,SC,-,False,-,-,-,-,-,6014.17,2014.00,-,0,True,2014.00,88.95817128343519,5193.67,4.9
6584,SDART0201700003,"=""562474""",02/01/2018,02-28-2018,SC,02/2012,17020.15,72,11/2018,0.1961,1,1,-,04/2012,True,2,2,0,HONDA,Accord-4 Cyl.,2,2009,1,14950.0,98,Bureau,558,3,3,1,0.10607728,LA,-,10,False,1,0.0,3511.64,0.0,0.0,0.03,-,-,2930.84,9.9489,393.8911,0.0,0.0,403.84,0.0,0.0,0.0,0.0,-,11-15-2017,01/2018,4,165,SC,-,False,-,-,-,-,-,0.00,-425.00,-,0,True,-425.00,113.84715719063546,17020.15,4.5
6585,SDART0201700003,"=""546112""",02/01/2018,02-28-2018,SC,03/2012,16949.0,72,01/2019,0.2499,1,1,-,04/2012,True,1,2,0,DODGE TRUCK,Nitro-V6,2,2007,3,14849.0,98,Bureau,522,3,3,0,0.18109819,FL,-,12,False,1,15580.23,4532.92,0.2499,0.0,0.03,-,-,1340.08,13.8655,442.5845,0.0,0.0,456.45,0.0,0.0,0.0,0.0,-,10-04-2017,02/2018,4,145,SC,-,False,-,-,-,-,-,15580.23,1738.00,-,0,True,1738.00,114.14236648932588,1368.7700000000004,3.9
6589,SDART0201700003,"=""546822""",02/01/2018,02-28-2018,SC,02/2012,11080.17,72,01/2019,0.2381,1,1,-,04/2012,True,2,2,0,FORD,FUSION,2,2008,1,12825.0,98,Bureau,502,2,2,0,0.11279615,FL,-,12,False,1,0.0,2850.9,0.0,0.0,0.03,-,-,1309.17,8.4605,281.9695,0.0,0.0,290.43,0.0,0.0,0.0,0.0,-,07-12-2017,12/2017,4,203,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,True,0.00,86.39508771929825,11080.17,3.9
6617,SDART0201700003,"=""5720669""",02/01/2018,02-28-2018,SC,03/2013,12823.36,72,12/2019,0.25,1,1,-,04/2013,True,1,2,0,SATURN,Aura-4 Cyl.,2,2009,1,11375.0,98,Bureau,528,3,3,0,0.17952163,MI,-,23,False,1,0.0,4633.12,0.0,0.0,0.03,-,-,0.0,84.1558,261.2742,0.0,0.0,345.43,0.0,0.0,0.0,0.0,-,04-14-2017,12/2017,4,191,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,112.73283516483517,12823.36,4.8
6650,SDART0201700003,"=""5782589""",02/01/2018,02-28-2018,SC,04/2013,28770.16,75,11/2019,0.0559,1,1,-,05/2013,True,1,2,0,DODGE,CHARGER,2,2012,1,19450.0,98,Bureau,685,2,1,0,0.04563026,PA,-,22,False,1,0.0,3192.85,0.0,0.0,0.03,-,-,949.4,36.5459,418.8441,0.0,0.0,455.39,0.0,0.0,0.0,0.0,-,12-10-2017,01/2018,4,161,SC,-,False,-,-,-,-,-,0.00,7672.00,-,0,True,7672.00,147.91856041131106,28770.16,4.8
6651,SDART0201700003,"=""5788091""",02/01/2018,02-28-2018,SC,04/2013,25335.0,72,01/2020,0.2049,1,1,-,06/2013,True,2,2,0,DODGE,Magnum-V8,2,2006,1,22998.0,98,Bureau,558,2,2,0,0.11909615,SC,-,24,False,1,20785.91,5377.51,0.2049,0.0,0.03,-,-,735.0,141.7214,472.3386,0.0,0.0,614.06,0.0,0.0,0.0,0.0,-,11-02-2017,02/2018,4,125,SC,-,False,-,-,-,-,-,20785.91,0.00,-,0,True,0.00,110.16175319593009,4549.09,4.4
6655,SDART0201700003,"=""5789403""",02/01/2018,02-28-2018,SC,04/2013,14033.38,60,06/2018,0.2185,1,1,-,06/2013,True,2,2,0,DODGE TRUCK,Nitro-V6,2,2008,3,12775.0,98,Bureau,505,2,2,0,0.0233916,MA,-,5,True,1,1030.12,0.0,0.2185,0.2185,0.03,-,-,0.0,23.6778,362.7122,0.0,0.0,386.39,1359.26,41.89,1030.12,287.25,-,10-02-2017,02/2018,1,0,SC,-,False,-,-,-,-,-,-,-,3,0,False,-,109.8503326810176,13003.259999999998,3.5
6660,SDART0201700003,"=""5793552""",02/01/2018,02-28-2018,SC,04/2013,21090.88,72,02/2020,0.1682,1,1,-,06/2013,True,2,2,0,TOYOTA,Avalon-V6,2,2008,1,16500.0,98,Bureau,616,2,2,0,0.13431143,NJ,-,25,False,1,0.0,5104.92,0.0,0.0,0.03,-,-,895.59,90.8347,376.2353,0.0,0.0,467.07,0.0,0.0,0.0,0.0,-,07-07-2017,12/2017,4,203,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,True,0.00,127.82351515151515,21090.88,4.6
