,assetTypeNumber,assetNumber,reportingPeriodBeginningDate,reportingPeriodEndingDate,originatorName,originationDate,originalLoanAmount,originalLoanTerm,loanMaturityDate,originalInterestRatePercentage,interestCalculationTypeCode,originalInterestRateTypeCode,originalInterestOnlyTermNumber,originalFirstPaymentDate,underwritingIndicator,gracePeriodNumber,paymentTypeCode,subvented,vehicleManufacturerName,vehicleModelName,vehicleNewUsedCode,vehicleModelYear,vehicleTypeCode,vehicleValueAmount,vehicleValueSourceCode,obligorCreditScoreType,obligorCreditScore,obligorIncomeVerificationLevelCode,obligorEmploymentVerificationCode,coObligorIndicator,paymentToIncomePercentage,obligorGeographicLocation,assetAddedIndicator,remainingTermToMaturityNumber,reportingPeriodModificationIndicator,servicingAdvanceMethodCode,reportingPeriodBeginningLoanBalanceAmount,nextReportingPeriodPaymentAmountDue,reportingPeriodInterestRatePercentage,nextInterestRatePercentage,servicingFeePercentage,servicingFlatFeeAmount,otherServicerFeeRetainedByServicer,otherAssessedUncollectedServicerFeeAmount,scheduledInterestAmount,scheduledPrincipalAmount,otherPrincipalAdjustmentAmount,reportingPeriodActualEndBalanceAmount,reportingPeriodScheduledPaymentAmount,totalActualAmountPaid,actualInterestCollectedAmount,actualPrincipalCollectedAmount,actualOtherCollectedAmount,servicerAdvancedAmount,interestPaidThroughDate,zeroBalanceEffectiveDate,zeroBalanceCode,currentDelinquencyStatus,primaryLoanServicerName,mostRecentServicingTransferReceivedDate,assetSubjectDemandIndicator,assetSubjectDemandStatusCode,repurchaseAmount,DemandResolutionDate,repurchaserName,repurchaseReplacementReasonCode,chargedoffPrincipalAmount,recoveredAmount,modificationTypeCode,paymentExtendedNumber,repossessedIndicator,repossessedProceedsAmount,LTV,loanDiff,StateUnemployment
54278,SDART0201700003,"=""17296569""",09/01/2017,09-30-2017,SC,08/2017,34054.4,72,08/2023,0.1686,1,1,-,09/2017,True,1,2,0,NISSAN,Titan,1,2017,2,35881.0,98,Bureau,618,2,2,0,0.12651833,NC,-,72,False,1,34054.4,0.0,0.1684,0.1684,0.03,-,-,0.0,476.9294,277.9906,0.0,0.0,754.92,34761.42,707.02,34054.4,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,94.90928346478637,0.0,4.4
54434,SDART0201700003,"=""17320303""",09/01/2017,09-30-2017,SC,08/2017,22973.23,72,08/2023,0.1167,1,1,-,09/2017,True,1,2,0,CADILLAC,Escalade,2,2015,2,48100.0,98,Bureau,559,2,2,1,0.08887556,FL,-,72,False,1,22973.23,0.0,0.1153,0.1153,0.03,-,-,0.0,222.3494,222.8506,0.0,0.0,445.2,23154.65,181.42,22973.23,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,47.76139293139293,0.0,3.9
54514,SDART0201700003,"=""17305967""",09/01/2017,09-30-2017,SC,08/2017,8692.47,60,08/2022,0.2625,1,1,-,09/2017,True,1,2,0,Nissan,Sentra,2,2011,1,6842.0,3,Bureau,536,2,2,0,0.05507083,NV,-,60,False,1,8692.47,0.0,0.2625,0.2625,0.03,-,-,0.0,189.38,72.16,1431.14,0.0,261.54,7261.33,0.0,7261.33,0.0,-,08-15-2017,09/2017,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,127.04574685764396,0.0,4.9
54557,SDART0201700003,"=""17296792""",09/01/2017,09-30-2017,SC,08/2017,16843.01,72,09/2023,0.1858,1,1,-,09/2017,True,1,2,0,CHEVROLET,Malibu Limited,2,2016,1,12525.0,98,Bureau,576,2,2,0,0.07353371,NJ,-,73,False,1,16843.01,0.0,0.1858,0.1858,0.03,-,-,0.0,259.7969,129.8931,0.0,0.0,389.69,17263.12,420.11,16843.01,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,134.47512974051895,0.0,4.7
54608,SDART0201700003,"=""17325733""",09/01/2017,09-30-2017,SC,08/2017,8184.87,60,08/2022,0.0989,1,1,-,09/2017,True,1,2,0,CHRYSLER,200,2,2015,1,10250.0,98,Bureau,567,2,2,0,0.05122941,NJ,-,60,False,1,8184.87,0.0,0.0988,0.0988,0.03,-,-,0.0,67.0163,106.4437,0.0,0.0,173.46,8244.68,59.81,8184.87,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,79.85239024390243,0.0,4.7
54714,SDART0201700003,"=""17282004""",09/01/2017,09-30-2017,SC,08/2017,15689.0,72,08/2023,0.18,1,1,-,09/2017,True,1,2,0,CHEVROLET,Camaro,2,2015,1,18700.0,98,Bureau,-,2,2,0,0.11993333,AR,-,72,False,1,15689.0,0.0,0.18,0.18,0.03,-,-,0.0,234.6597,123.1703,1151.53,0.0,357.83,14537.47,0.0,14537.47,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,83.89839572192514,0.0,3.7
54861,SDART0201700003,"=""17295902""",09/01/2017,09-30-2017,SC,08/2017,29263.73,72,08/2023,0.21,1,1,-,09/2017,False,1,2,0,INFINITI,G,2,2009,1,18998.0,98,Bureau,540,3,2,1,0.06293762,CO,-,72,False,1,29263.73,0.0,0.21,0.21,0.03,-,-,0.0,510.3082,207.7018,1100.0,0.0,718.01,28163.73,0.0,28163.73,0.0,-,-,09/2017,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,154.03584587851353,0.0,3.0
54973,SDART0201700003,"=""17285430""",09/01/2017,09-30-2017,SC,08/2017,18256.0,72,08/2023,0.18,1,1,-,09/2017,True,1,2,0,NISSAN,Altima,2,2016,1,14425.0,98,Bureau,595,3,3,0,0.13193636,NE,-,72,False,1,18256.0,0.0,0.18,0.18,0.03,-,-,0.0,272.7863,143.5937,0.0,0.0,416.38,18553.09,297.09,18256.0,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,126.5580589254766,0.0,2.9
55352,SDART0201700003,"=""17326396""",09/01/2017,09-30-2017,SC,08/2017,17940.99,72,08/2023,0.18,1,1,-,09/2017,True,1,2,0,CHEVROLET,Cruze,2,2015,1,13800.0,98,Bureau,583,2,2,1,0.10058751,TX,-,72,False,1,17940.99,0.0,0.18,0.18,0.03,-,-,0.0,269.112,140.078,1546.6,0.0,409.19,16394.39,0.0,16394.39,0.0,-,-,09/2017,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,130.0071739130435,0.0,4.0
55667,SDART0201700003,"=""17320049""",09/01/2017,09-30-2017,SC,08/2017,9841.54,72,08/2023,0.2301,1,1,-,09/2017,True,1,2,0,Saturn,Aura,2,2008,1,8998.0,98,Bureau,549,2,1,1,0.08440333,CA,-,72,False,1,9841.54,0.0,0.2301,0.2301,0.03,-,-,0.0,188.7084,64.5016,1000.0,0.0,253.21,8841.54,0.0,8841.54,0.0,-,-,09/2017,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,109.3747499444321,0.0,4.5
55694,SDART0201700003,"=""17301909""",09/01/2017,09-30-2017,SC,08/2017,20406.17,72,08/2023,0.1097,1,1,-,09/2017,True,1,2,0,TOYOTA,Sienna-V6,2,2012,1,17675.0,98,Bureau,650,2,2,0,0.03248833,NC,-,72,False,1,20406.17,0.0,0.0989,0.0989,0.03,-,-,0.0,185.6328,202.4672,149.0,0.0,388.1,20257.17,0.0,20257.17,0.0,-,-,09/2017,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,115.45216407355021,0.0,4.4
55805,SDART0201700003,"=""17310671""",09/01/2017,09-30-2017,SC,08/2017,17162.66,72,08/2023,0.1842,1,1,-,09/2017,True,1,2,0,FORD TRUCK,Escape-4 Cyl.,2,2014,3,13325.0,98,Bureau,682,2,2,1,0.11810345,IA,-,72,False,1,17162.66,0.0,0.1842,0.1842,0.03,-,-,0.0,262.4494,133.0806,0.0,0.0,395.53,17431.15,268.49,17162.66,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,128.8004502814259,0.0,3.0
55868,SDART0201700003,"=""17318762""",09/01/2017,09-30-2017,SC,08/2017,20829.19,75,11/2023,0.18,1,1,-,09/2017,True,1,2,0,JEEP,Renegade,1,2017,3,27264.0,98,Bureau,-,2,2,0,0.0974875,TX,-,75,False,1,20829.19,0.0,0.18,0.18,0.03,-,-,0.0,311.3176,153.1924,0.0,0.0,464.51,21127.07,297.88,20829.19,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,76.39814407276995,0.0,4.0
56118,SDART0201700003,"=""17321140""",09/01/2017,09-30-2017,SC,08/2017,28275.25,72,09/2023,0.1616,1,1,-,10/2017,True,2,2,0,NISSAN,Pathfinder,2,2014,3,25850.0,98,Bureau,585,2,2,0,0.12652653,GA,-,73,False,1,28275.25,0.0,0.1615,0.1615,0.03,-,-,0.0,382.3402,233.4998,444.0,0.0,615.84,27831.25,0.0,27831.25,0.0,-,-,09/2017,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,109.38201160541585,0.0,4.5
56197,SDART0201700003,"=""17318815""",09/01/2017,09-30-2017,SC,08/2017,53970.38,72,08/2023,0.0769,1,1,-,09/2017,True,1,2,0,NISSAN,Armada,1,2017,3,51791.0,98,Bureau,724,2,2,0,0.11605737,NY,-,72,False,1,53970.38,0.0,0.0769,0.0769,0.03,-,-,0.0,345.8612,592.2688,0.0,0.0,938.13,54209.16,238.78,53970.38,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,104.20802842192658,0.0,4.7
56211,SDART0201700003,"=""17300884""",09/01/2017,09-30-2017,SC,07/2017,11309.0,72,08/2023,0.1994,1,1,-,09/2017,True,2,2,0,TOYOTA,Corolla,2,2016,1,13000.0,98,Bureau,-,2,2,0,0.13635,OK,-,72,False,1,11309.0,0.0,0.1994,0.1994,0.03,-,-,0.0,187.2437,83.2463,0.0,0.0,270.49,11617.84,308.84,11309.0,0.0,-,09-05-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,86.99230769230769,0.0,4.1
56219,SDART0201700003,"=""17300899""",09/01/2017,09-30-2017,SC,07/2017,20434.94,72,08/2023,0.1728,1,1,-,09/2017,True,2,2,0,CHEVROLET TRUCK,Trax,1,2017,3,23872.25,98,Bureau,559,2,2,0,0.15369667,TX,-,72,False,1,20434.94,0.0,0.1728,0.1728,0.03,-,-,0.0,293.0899,164.7101,0.0,0.0,457.8,20899.31,464.37,20434.94,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,85.60123155546712,0.0,4.0
56237,SDART0201700003,"=""17318881""",09/01/2017,09-30-2017,SC,08/2017,10634.0,72,08/2023,0.2038,1,1,-,09/2017,True,1,2,0,FORD,Focus-4 Cyl.,2,2012,1,8150.0,98,Bureau,685,2,2,0,0.129605,DE,-,72,False,1,10634.0,0.0,0.2037,0.2037,0.03,-,-,0.0,179.9598,77.1002,0.0,0.0,257.06,10794.23,160.23,10634.0,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,130.47852760736197,0.0,4.5
56381,SDART0201700003,"=""17309349""",09/01/2017,09-30-2017,SC,08/2017,32504.65,72,08/2023,0.1428,1,1,-,09/2017,True,1,2,0,Toyota,Tundra CrewMax,2,2013,2,29998.0,98,Bureau,599,2,2,1,0.06185921,UT,-,72,False,1,32504.65,0.0,0.1428,0.1428,0.03,-,-,0.0,385.2122,289.4578,0.0,0.0,674.67,32860.72,356.07,32504.65,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,108.35605707047138,0.0,3.2
56421,SDART0201700003,"=""17286746""",09/01/2017,09-30-2017,SC,08/2017,36347.99,72,08/2023,0.155,1,1,-,09/2017,True,1,2,0,FORD TRUCK,F150,1,2017,2,43283.22,98,Bureau,554,2,2,0,0.11188143,TX,-,72,False,1,36347.99,0.0,0.1548,0.1548,0.03,-,-,0.0,467.6318,310.8482,0.0,0.0,778.48,37072.51,724.52,36347.99,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,83.97709320147622,0.0,4.0
56426,SDART0201700003,"=""17309429""",09/01/2017,09-30-2017,SC,08/2017,9118.04,72,08/2023,0.2799,1,1,-,09/2017,True,1,2,0,MINI,Cooper,2,2008,1,8998.0,98,Bureau,-,2,2,0,0.13920294,WA,-,72,False,1,9118.04,0.0,0.2799,0.2799,0.03,-,-,0.0,212.1315,50.4685,1000.0,0.0,262.6,8118.04,0.0,8118.04,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,101.33407423871972,0.0,4.7
56453,SDART0201700003,"=""17286812""",09/01/2017,09-30-2017,SC,06/2017,9650.0,66,01/2023,0.218,1,1,-,07/2017,True,1,2,0,FORD,Focus,2,2014,1,9175.0,98,Bureau,563,2,2,0,0.08405,MD,-,65,False,1,9489.16,0.0,0.2052,0.2052,0.03,-,-,0.0,172.488,79.662,0.0,0.0,252.15,9601.19,112.03,9489.16,0.0,-,08-21-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,105.17711171662125,160.84000000000015,4.0
56567,SDART0201700003,"=""17310137""",09/01/2017,09-30-2017,SC,08/2017,16528.11,72,08/2023,0.18,1,1,-,09/2017,True,1,2,0,NISSAN,ROGUE,2,2014,3,16900.0,98,Bureau,563,2,2,0,0.12610631,RI,-,72,False,1,16528.11,0.0,0.18,0.18,0.03,-,-,0.0,247.0284,129.9416,425.51,0.0,376.97,16102.6,0.0,16102.6,0.0,-,-,09/2017,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,97.7994674556213,0.0,4.5
56575,SDART0201700003,"=""17310150""",09/01/2017,09-30-2017,SC,08/2017,8395.47,72,08/2023,0.0727,1,1,-,09/2017,True,1,2,0,Ford,Fiesta,2,2016,1,9011.0,3,Bureau,784,2,2,0,0.04821333,CA,-,72,False,1,8395.47,0.0,0.0727,0.0727,0.03,-,-,0.0,50.5987,93.6313,0.0,0.0,144.23,8448.98,53.51,8395.47,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,93.16912662301631,0.0,4.5
56658,SDART0201700003,"=""17315451""",09/01/2017,09-30-2017,SC,08/2017,5000.0,36,08/2020,0.1851,1,1,-,09/2017,True,1,2,0,VOLKSWAGEN,Tiguan,2,2016,3,14675.0,98,Bureau,-,2,2,0,0.05917742,DC,-,36,False,1,5000.0,0.0,0.1851,0.1851,0.03,-,-,0.0,76.3107,105.7293,0.0,0.0,182.04,5080.64,80.64,5000.0,0.0,-,09-06-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,34.07155025553663,0.0,6.0
56894,SDART0201700003,"=""17314757""",09/01/2017,09-30-2017,SC,08/2017,14063.23,72,08/2023,0.2082,1,1,-,09/2017,True,1,2,0,HONDA,Accord-4 Cyl.,2,2012,1,10500.0,98,Bureau,559,2,2,1,0.05553686,VA,-,72,False,1,14063.23,0.0,0.2079,0.2079,0.03,-,-,0.0,243.1321,100.4379,0.0,0.0,343.57,14415.54,352.31,14063.23,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,133.9355238095238,0.0,3.6
56912,SDART0201700003,"=""17314831""",09/01/2017,09-30-2017,SC,08/2017,6901.01,24,08/2019,0.1544,1,1,-,09/2017,True,1,2,0,DODGE TRUCK,Ram 1500 Pickup,1,2017,2,45916.0,98,Bureau,-,2,1,0,0.07351739,MN,-,24,False,1,6901.01,0.0,0.1544,0.1544,0.03,-,-,0.0,87.2255,248.8245,0.0,0.0,336.05,6988.58,87.57,6901.01,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,15.029641083718095,0.0,3.3
57045,SDART0201700003,"=""17331745""",09/01/2017,09-30-2017,SC,08/2017,14142.18,72,09/2023,0.2799,1,1,-,10/2017,True,2,2,0,Hyundai,Elantra,2,2012,1,11998.0,98,Bureau,-,2,2,1,0.04806369,CA,-,73,False,1,14142.18,0.0,0.2799,0.2799,0.03,-,-,0.0,330.7477,76.5523,1100.0,0.0,407.3,13042.18,0.0,13042.18,0.0,-,-,09/2017,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,117.87114519086515,0.0,4.5
57162,SDART0201700003,"=""17313926""",09/01/2017,09-30-2017,SC,08/2017,10259.09,72,08/2023,0.2302,1,1,-,09/2017,True,1,2,0,NISSAN,Sentra,2,2013,1,7600.0,98,Bureau,658,2,2,0,0.07956716,FL,-,72,False,1,10259.09,0.0,0.2301,0.2301,0.03,-,-,0.0,196.1603,67.8597,0.0,0.0,264.02,10446.64,187.55,10259.09,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,134.98802631578948,0.0,3.9
57376,SDART0201700003,"=""17332284""",09/01/2017,09-30-2017,SC,08/2017,17752.41,72,08/2023,0.2495,1,1,-,09/2017,True,1,2,0,FORD TRUCK,Escape-4 Cyl.,2,2014,3,13275.0,98,Bureau,-,2,2,0,0.07960833,TN,-,72,False,1,17752.41,0.0,0.2491,0.2491,0.03,-,-,0.0,369.1081,108.5519,0.0,0.0,477.66,18127.98,375.57,17752.41,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,133.72813559322034,0.0,3.3
57386,SDART0201700003,"=""17315746""",09/01/2017,09-30-2017,SC,08/2017,16168.0,72,09/2023,0.2,1,1,-,10/2017,True,2,2,0,FORD TRUCK,Escape-4 Cyl.,2,2014,3,14599.0,98,Bureau,-,2,2,0,0.1562,NC,-,73,False,1,16168.0,0.0,0.2,0.2,0.03,-,-,0.0,270.432,116.838,1100.0,0.0,387.27,15068.0,0.0,15068.0,0.0,-,-,09/2017,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,110.74731145968902,0.0,4.4
57618,SDART0201700003,"=""17324591""",09/01/2017,09-30-2017,SC,08/2017,15437.0,72,08/2023,0.1509,1,1,-,09/2017,True,1,2,0,CHEVROLET,Cruze,1,2017,1,20107.14,98,Bureau,746,2,1,0,0.1273617,OK,-,72,False,1,15437.0,0.0,0.1396,0.1396,0.03,-,-,0.0,193.2822,133.8878,0.0,0.0,327.17,15661.35,224.35,15437.0,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,76.77372316500507,0.0,4.1
57647,SDART0201700003,"=""17330677""",09/01/2017,09-30-2017,SC,08/2017,23750.0,75,12/2023,0.1869,1,1,-,10/2017,True,2,2,0,JEEP,Compass-4 Cyl.,1,2017,3,24098.0,98,Bureau,593,2,2,1,0.14295526,SC,-,76,False,1,23750.0,0.0,0.1869,0.1869,0.03,-,-,0.0,371.1993,167.8307,1452.98,0.0,539.03,22297.02,0.0,22297.02,0.0,-,-,09/2017,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,98.55589675491741,0.0,4.2
57650,SDART0201700003,"=""17330648""",09/01/2017,09-30-2017,SC,08/2017,13631.69,72,09/2023,0.2117,1,1,-,10/2017,True,2,2,0,Buick,LaCrosse,2,2010,1,12599.0,98,Bureau,590,2,2,0,0.10418154,CA,-,73,False,1,13631.69,0.0,0.2117,0.2117,0.03,-,-,0.0,241.37,94.46,0.0,0.0,335.83,13631.69,0.0,13631.69,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,108.19660290499246,0.0,4.5
57668,SDART0201700003,"=""17324674""",09/01/2017,09-30-2017,SC,08/2017,20933.55,72,09/2023,0.2765,1,1,-,10/2017,True,2,2,0,Jeep,Cherokee,2,2016,3,18998.0,98,Bureau,517,3,2,0,0.12084393,CA,-,73,False,1,20933.55,0.0,0.2765,0.2765,0.03,-,-,0.0,483.6486,114.7514,0.0,0.0,598.4,21472.71,539.16,20933.55,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,110.1881777029161,0.0,4.5
57745,SDART0201700003,"=""17324894""",09/01/2017,09-30-2017,SC,08/2017,23953.76,72,08/2023,0.1656,1,1,-,09/2017,True,1,2,0,HYUNDAI,Tucson,1,2017,3,24718.0,98,Bureau,608,2,2,1,0.07219315,NC,-,72,False,1,23953.76,0.0,0.1656,0.1656,0.03,-,-,0.0,330.559,196.451,0.0,0.0,527.01,24258.05,304.29,23953.76,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,96.90816409094586,0.0,4.4
57952,SDART0201700003,"=""17335826""",09/01/2017,09-30-2017,SC,08/2017,25377.58,72,08/2023,0.15,1,1,-,09/2017,True,1,2,0,NISSAN,Altima,1,2017,1,30839.0,98,Bureau,516,2,2,1,0.05933077,CT,-,72,False,1,25377.58,0.0,0.15,0.15,0.03,-,-,0.0,315.871,220.739,0.0,0.0,536.61,25638.3,260.72,25377.58,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,82.29054119783392,0.0,4.5
58059,SDART0201700003,"=""17336323""",09/01/2017,09-30-2017,SC,08/2017,25308.76,72,09/2023,0.1598,1,1,-,10/2017,True,2,2,0,JEEP,Cherokee-V6,2,2015,3,24725.0,98,Bureau,532,2,2,0,0.110424,IL,-,73,False,1,25308.76,0.0,0.1566,0.1566,0.03,-,-,0.0,338.5089,210.2011,149.0,0.0,548.71,25159.76,0.0,25159.76,0.0,-,-,09/2017,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,102.36101112234579,0.0,5.0
58467,SDART0201700003,"=""17331234""",09/01/2017,09-30-2017,SC,08/2017,25483.35,72,08/2023,0.2004,1,1,-,09/2017,True,1,2,0,CHEVROLET TRUCK,Colorado,1,2017,2,25147.38,98,Bureau,592,2,2,0,0.122198,MI,-,72,False,1,25483.35,0.0,0.1934,0.1934,0.03,-,-,0.0,425.5724,185.4176,937.06,0.0,610.99,24546.29,0.0,24546.29,0.0,-,-,09/2017,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,101.33600398928237,0.0,4.7
58570,SDART0201700003,"=""17277949""",09/01/2017,09-30-2017,SC,07/2017,7800.0,36,08/2020,0.2276,1,1,-,09/2017,True,2,2,0,JEEP,Grand Cherokee-V8,2,2008,3,7975.0,98,Bureau,556,2,2,1,0.06329583,AK,-,36,False,1,7800.0,0.0,0.2276,0.2276,0.03,-,-,0.0,146.4854,154.4746,0.0,0.0,300.96,7999.41,199.41,7800.0,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,97.80564263322884,0.0,7.2
58723,SDART0201700003,"=""17250119""",09/01/2017,09-30-2017,SC,07/2017,17055.0,60,08/2022,0.0916,1,1,-,09/2017,True,2,2,0,JEEP,Cherokee-4 Cyl.,1,2017,3,26643.0,98,Bureau,584,2,2,0,0.05024225,MD,-,60,False,1,17055.0,0.0,0.0916,0.0916,0.03,-,-,0.0,129.3249,226.0351,0.0,0.0,355.36,17269.0,214.0,17055.0,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,64.01306159216304,0.0,4.0
58950,SDART0201700003,"=""17277279""",09/01/2017,09-30-2017,SC,08/2017,12759.09,72,08/2023,0.18,1,1,-,09/2017,True,1,2,0,FORD,Focus,2,2015,1,9300.0,98,Bureau,722,2,2,1,0.07139598,PA,-,72,False,1,12759.09,0.0,0.18,0.18,0.03,-,-,0.0,191.3885,99.6215,0.0,0.0,291.01,12910.1,151.01,12759.09,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,137.19451612903225,0.0,4.8
59001,SDART0201700003,"=""17261156""",09/01/2017,09-30-2017,SC,08/2017,18393.57,72,08/2023,0.1468,1,1,-,09/2017,True,1,2,0,TOYOTA,Camry,2,2014,1,16599.0,98,Bureau,670,2,2,0,0.14454376,FL,-,72,False,1,18393.57,0.0,0.1468,0.1468,0.03,-,-,0.0,224.0296,161.7104,0.0,0.0,385.74,18689.87,296.3,18393.57,0.0,-,09-10-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,110.81131393457437,0.0,3.9
59007,SDART0201700003,"=""17261180""",09/01/2017,09-30-2017,SC,07/2017,22672.5,72,08/2023,0.1783,1,1,-,09/2017,True,2,2,0,JEEP,Cherokee-4 Cyl.,2,2017,3,21350.0,98,Bureau,574,2,2,1,0.08181587,KY,-,72,False,1,22433.94,0.0,0.1783,0.1783,0.03,-,-,0.0,336.6971,178.2329,0.0,0.0,514.93,22521.61,87.67,22433.94,0.0,-,08-25-2017,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,106.1943793911007,238.5600000000013,4.7
59078,SDART0201700003,"=""17271631""",09/01/2017,09-30-2017,SC,07/2017,29963.1,72,07/2023,0.179,1,1,-,08/2017,True,1,2,0,GMC,Terrain,1,2017,3,27133.0,98,Bureau,588,2,2,0,0.14684368,CA,-,71,False,1,29963.1,0.0,0.179,0.179,0.03,-,-,0.0,442.0294,239.6706,0.0,0.0,681.7,30639.03,675.93,29963.1,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,110.43047211882208,0.0,4.5
59378,SDART0201700003,"=""17300957""",09/01/2017,09-30-2017,SC,08/2017,21665.0,72,08/2023,0.1874,1,1,-,09/2017,True,1,2,0,DODGE,Charger-V6,2,2012,1,15475.0,98,Bureau,617,2,2,0,0.1237,SC,-,72,False,1,21665.0,0.0,0.1874,0.1874,0.03,-,-,0.0,337.0493,166.1907,0.0,0.0,503.24,22143.3,478.3,21665.0,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,140.0,0.0,4.2
59454,SDART0201700003,"=""17314907""",09/01/2017,09-30-2017,SC,08/2017,14005.83,72,08/2023,0.1346,1,1,-,09/2017,True,1,2,0,NISSAN,Titan Crew Cab-V8,2,2010,2,15200.0,98,Bureau,542,2,2,1,0.17686032,FL,-,72,False,1,14005.83,0.0,0.1345,0.1345,0.03,-,-,0.0,156.3886,128.1814,373.42,0.0,284.57,13632.41,0.0,13632.41,0.0,-,-,09/2017,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,92.14361842105264,0.0,3.9
59592,SDART0201700003,"=""17248131""",09/01/2017,09-30-2017,SC,07/2017,33505.83,72,08/2023,0.1713,1,1,-,09/2017,True,2,2,0,AUDI,S5,2,2013,1,31975.0,98,Bureau,585,2,2,0,0.08859647,FL,-,72,False,1,33505.83,0.0,0.1713,0.1713,0.03,-,-,0.0,476.4015,271.4085,0.0,0.0,747.81,34119.09,613.26,33505.83,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,104.7875840500391,0.0,3.9
59742,SDART0201700003,"=""17255641""",09/01/2017,09-30-2017,SC,07/2017,20505.83,60,08/2022,0.1933,1,1,-,09/2017,True,2,2,0,PORSCHE,Cayenne,2,2009,3,19300.0,98,Bureau,627,2,2,0,0.107996,TX,-,60,False,1,20505.83,0.0,0.1933,0.1933,0.03,-,-,0.0,328.6569,207.0031,0.0,0.0,535.66,21027.09,521.26,20505.83,0.0,-,-,09/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,106.24782383419691,0.0,4.0
